,id,date,store_nbr,family,sales,onpromotion
981502,981502,2014-07-06,48,HOME AND KITCHEN II,30.0,0
94263,94263,2013-02-22,53,HOME AND KITCHEN I,0.0,0
715652,715652,2014-02-07,39,HARDWARE,2.0,0
616219,616219,2013-12-12,49,EGGS,325.0,0
640636,640636,2013-12-27,34,CLEANING,1043.0,0
1697073,1697073,2015-08-13,26,HOME AND KITCHEN I,4.0,0
1832266,1832266,2015-10-28,2,CLEANING,768.0,2
1045434,1045434,2014-08-11,41,PLAYERS AND ELECTRONICS,0.0,0
1308500,1308500,2015-01-07,23,HOME APPLIANCES,2.0,0
2793307,2793307,2017-04-21,34,"LIQUOR,WINE,BEER",40.0,2
449806,449806,2013-09-10,3,HOME AND KITCHEN II,0.0,0
1685731,1685731,2015-08-06,8,PERSONAL CARE,206.0,0
546670,546670,2013-11-03,47,PERSONAL CARE,1103.0,0
1874265,1874265,2015-11-20,47,PRODUCE,5281.789,0
934443,934443,2014-06-10,28,HOME AND KITCHEN I,0.0,0
2709767,2709767,2017-03-05,40,BREAD/BAKERY,349.0,51
1415210,1415210,2015-03-08,18,BREAD/BAKERY,1038.0,0
1731145,1731145,2015-09-01,31,SCHOOL AND OFFICE SUPPLIES,2.0,0
284125,284125,2013-06-09,30,POULTRY,77.781,0
2661926,2661926,2017-02-06,48,HARDWARE,1.0,0
1761935,1761935,2015-09-18,45,SEAFOOD,114.548,6
1788965,1788965,2015-10-03,54,BEAUTY,2.0,0
2684300,2684300,2017-02-19,26,HARDWARE,0.0,0
1043646,1043646,2014-08-10,41,LINGERIE,8.0,0
1104847,1104847,2014-09-14,1,CLEANING,260.0,0
1200792,1200792,2014-11-06,50,LINGERIE,3.0,0
389583,389583,2013-08-07,4,HOME CARE,0.0,0
2382133,2382133,2016-09-01,47,POULTRY,924.43097,1
765980,765980,2014-03-07,50,HOME APPLIANCES,1.0,0
693245,693245,2014-01-26,10,HARDWARE,0.0,0
2329024,2329024,2016-08-02,8,HOME AND KITCHEN II,34.0,1
2958189,2958189,2017-07-23,11,BEVERAGES,4233.0,24
2773878,2773878,2017-04-10,39,PRODUCE,1667.233,2
132358,132358,2013-03-16,22,POULTRY,0.0,0
1228177,1228177,2014-11-22,2,HOME AND KITCHEN II,18.0,0
1805046,1805046,2015-10-12,6,GROCERY I,4365.0,10
884678,884678,2014-05-13,31,HARDWARE,6.0,0
1199253,1199253,2014-11-05,9,AUTOMOTIVE,21.0,1
457185,457185,2013-09-14,37,BEVERAGES,1214.0,0
2945254,2945254,2017-07-15,48,BOOKS,0.0,0
1628912,1628912,2015-07-06,13,SEAFOOD,2.0,0
52335,52335,2013-01-30,27,PRODUCE,0.0,0
2409506,2409506,2016-09-17,16,FROZEN FOODS,75.0,12
1031208,1031208,2014-08-03,42,MEATS,0.0,0
1008311,1008311,2014-07-21,5,PREPARED FOODS,92.693,0
455309,455309,2013-09-13,34,DAIRY,174.0,0
2574041,2574041,2016-12-18,32,DAIRY,310.0,12
67939,67939,2013-02-08,15,PERSONAL CARE,144.0,0
1418447,1418447,2015-03-09,9,DAIRY,783.0,2
13355,13355,2013-01-08,33,MAGAZINES,0.0,0
1011702,1011702,2014-07-23,45,LINGERIE,2.0,0
1926202,1926202,2015-12-19,54,PERSONAL CARE,235.0,1
1345503,1345503,2015-01-28,11,PLAYERS AND ELECTRONICS,0.0,0
601919,601919,2013-12-04,47,SEAFOOD,32.53,0
1206320,1206320,2014-11-09,7,BREAD/BAKERY,527.507,0
984800,984800,2014-07-08,40,HARDWARE,2.0,0
2157274,2157274,2016-04-28,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
1331366,1331366,2015-01-20,15,HARDWARE,5.0,0
2844711,2844711,2017-05-20,27,GROCERY I,4345.0,51
377982,377982,2013-08-01,15,AUTOMOTIVE,6.0,0
2064201,2064201,2016-03-07,27,HOME CARE,197.0,0
2759417,2759417,2017-04-02,33,MAGAZINES,0.0,0
737038,737038,2014-02-19,39,HOME AND KITCHEN II,0.0,0
1952197,1952197,2016-01-04,34,HOME AND KITCHEN II,23.0,0
448238,448238,2013-09-09,35,SEAFOOD,0.0,0
2482272,2482272,2016-10-27,8,GROCERY I,3618.0,76
88969,88969,2013-02-19,6,BABY CARE,0.0,0
1362597,1362597,2015-02-06,40,PLAYERS AND ELECTRONICS,0.0,0
1585692,1585692,2015-06-11,50,DELI,298.981,0
30860,30860,2013-01-18,25,BREAD/BAKERY,291.54102,0
1472745,1472745,2015-04-09,31,LINGERIE,12.0,0
711454,711454,2014-02-05,21,CLEANING,0.0,0
1814105,1814105,2015-10-18,1,PREPARED FOODS,51.544,0
923655,923655,2014-06-04,25,HOME CARE,0.0,0
278037,278037,2013-06-06,10,GROCERY I,2049.0,0
45801,45801,2013-01-26,43,PRODUCE,0.0,0
1529044,1529044,2015-05-11,11,"LIQUOR,WINE,BEER",33.0,0
1187604,1187604,2014-10-30,31,AUTOMOTIVE,9.0,1
2522379,2522379,2016-11-19,32,MEATS,59.245,0
909434,909434,2014-05-27,26,LAWN AND GARDEN,2.0,0
756252,756252,2014-03-02,28,MEATS,221.392,0
1958222,1958222,2016-01-07,53,BEAUTY,10.0,0
1683822,1683822,2015-08-05,53,PRODUCE,2447.933,164
2536008,2536008,2016-11-27,15,MEATS,89.554,0
102262,102262,2013-02-27,28,POULTRY,88.259,0
1452049,1452049,2015-03-28,50,HOME AND KITCHEN II,35.0,0
371665,371665,2013-07-28,37,LADIESWEAR,0.0,0
611095,611095,2013-12-09,6,BABY CARE,0.0,0
1822113,1822113,2015-10-22,34,HOME CARE,212.0,0
2302805,2302805,2016-07-19,21,SEAFOOD,2.0,0
2954959,2954959,2017-07-21,20,CLEANING,994.0,13
1922350,1922350,2015-12-17,47,BABY CARE,0.0,0
1101306,1101306,2014-09-12,1,PRODUCE,1783.927,0
945923,945923,2014-06-16,5,FROZEN FOODS,92.208,0
815743,815743,2014-04-04,47,HOME AND KITCHEN II,0.0,0
2705228,2705228,2017-03-03,13,LAWN AND GARDEN,0.0,0
171650,171650,2013-04-07,25,HOME APPLIANCES,0.0,0
274608,274608,2013-06-04,14,HOME AND KITCHEN I,0.0,0
415333,415333,2013-08-22,12,POULTRY,85.359,0
1893428,1893428,2015-12-01,35,LAWN AND GARDEN,0.0,0
2363486,2363486,2016-08-22,24,PET SUPPLIES,14.0,0
1735564,1735564,2015-09-03,6,POULTRY,486.469,0
628567,628567,2013-12-19,45,HOME AND KITCHEN II,0.0,0
2380208,2380208,2016-08-31,43,HOME APPLIANCES,0.0,0
357535,357535,2013-07-20,40,GROCERY II,4.0,0
2923825,2923825,2017-07-03,46,PERSONAL CARE,861.0,9
118455,118455,2013-03-08,32,HOME CARE,0.0,0
2180743,2180743,2016-05-11,47,BOOKS,0.0,0
2852227,2852227,2017-05-24,38,BOOKS,0.0,0
2266835,2266835,2016-06-29,12,SEAFOOD,5.0,0
800306,800306,2014-03-27,14,MAGAZINES,0.0,0
2911139,2911139,2017-06-26,40,FROZEN FOODS,42.0,0
2137433,2137433,2016-04-17,31,MAGAZINES,2.0,0
344295,344295,2013-07-13,2,CELEBRATION,0.0,0
830072,830072,2014-04-12,49,MAGAZINES,0.0,0
2798269,2798269,2017-04-24,24,BABY CARE,0.0,0
1400375,1400375,2015-02-27,50,LAWN AND GARDEN,5.0,0
1151578,1151578,2014-10-10,20,EGGS,0.0,0
2813920,2813920,2017-05-03,13,EGGS,33.0,0
2263573,2263573,2016-06-27,21,BOOKS,0.0,0
2736325,2736325,2017-03-20,35,SCHOOL AND OFFICE SUPPLIES,1.0,0
1833149,1833149,2015-10-28,43,SEAFOOD,0.0,0
1782006,1782006,2015-09-30,1,CELEBRATION,19.0,0
390257,390257,2013-08-07,9,SEAFOOD,2.0,0
2444307,2444307,2016-10-06,41,PRODUCE,1276.113,23
377240,377240,2013-07-31,43,HOME APPLIANCES,0.0,0
2387180,2387180,2016-09-04,39,PET SUPPLIES,9.0,0
2466434,2466434,2016-10-19,13,HARDWARE,0.0,0
1551935,1551935,2015-05-23,53,FROZEN FOODS,224.0,2
2102169,2102169,2016-03-28,42,BEVERAGES,1891.0,1
2433185,2433185,2016-09-30,3,PREPARED FOODS,401.861,1
2382164,2382164,2016-09-01,48,PET SUPPLIES,14.0,0
260004,260004,2013-05-26,53,PRODUCE,0.0,0
1600865,1600865,2015-06-20,27,BEAUTY,4.0,0
545702,545702,2013-11-03,20,HARDWARE,0.0,0
2190083,2190083,2016-05-17,1,BREAD/BAKERY,413.883,17
1229464,1229464,2014-11-22,6,HOME AND KITCHEN II,9.0,0
2877582,2877582,2017-06-07,49,HOME AND KITCHEN I,41.0,5
2298671,2298671,2016-07-16,6,MAGAZINES,8.0,0
2682064,2682064,2017-02-18,13,"LIQUOR,WINE,BEER",0.0,0
2595969,2595969,2016-12-31,47,MEATS,804.414,1
1170284,1170284,2014-10-20,45,BREAD/BAKERY,1129.646,1
920635,920635,2014-06-02,40,BABY CARE,0.0,0
488943,488943,2013-10-02,28,HOME AND KITCHEN I,0.0,0
1247160,1247160,2014-12-02,51,MEATS,538.615,1
1758027,1758027,2015-09-16,36,HOME CARE,344.0,2
1423955,1423955,2015-03-13,13,BREAD/BAKERY,162.0,0
2032181,2032181,2016-02-18,29,DAIRY,393.0,0
1704388,1704388,2015-08-17,31,BOOKS,0.0,0
1531972,1531972,2015-05-12,43,GROCERY II,2.0,0
2073526,2073526,2016-03-12,39,BOOKS,0.0,0
2130766,2130766,2016-04-13,44,"LIQUOR,WINE,BEER",241.0,0
2133189,2133189,2016-04-15,13,BEVERAGES,1314.0,13
355871,355871,2013-07-19,43,SEAFOOD,0.0,0
529460,529460,2013-10-25,15,DAIRY,117.0,0
1376819,1376819,2015-02-14,4,PET SUPPLIES,0.0,0
2723069,2723069,2017-03-13,14,DAIRY,448.0,23
795361,795361,2014-03-24,25,POULTRY,249.515,0
1726411,1726411,2015-08-29,49,HOME AND KITCHEN II,31.0,0
1970953,1970953,2016-01-15,10,POULTRY,147.993,15
2917978,2917978,2017-06-30,32,LADIESWEAR,0.0,0
1872618,1872618,2015-11-19,51,AUTOMOTIVE,4.0,0
2829063,2829063,2017-05-11,38,CELEBRATION,21.0,0
2710382,2710382,2017-03-05,8,PET SUPPLIES,23.0,0
1782451,1782451,2015-09-30,21,"LIQUOR,WINE,BEER",61.0,0
1651735,1651735,2015-07-18,53,LADIESWEAR,10.0,0
814047,814047,2014-04-03,5,BEVERAGES,750.0,0
275525,275525,2013-06-04,4,DAIRY,428.0,0
2899378,2899378,2017-06-20,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
1921378,1921378,2015-12-17,2,LADIESWEAR,23.0,0
1572574,1572574,2015-06-04,32,PERSONAL CARE,102.0,0
1169438,1169438,2014-10-20,21,HOME APPLIANCES,0.0,0
1700469,1700469,2015-08-15,21,GROCERY I,6337.206,2
2583970,2583970,2016-12-24,11,BOOKS,0.0,0
1894126,1894126,2015-12-01,54,PERSONAL CARE,251.0,1
2995912,2995912,2017-08-13,2,CLEANING,752.0,10
2934256,2934256,2017-07-09,39,POULTRY,250.287,0
1236836,1236836,2014-11-27,12,PREPARED FOODS,26.0,0
296878,296878,2013-06-16,39,EGGS,120.0,0
880973,880973,2014-05-11,28,BREAD/BAKERY,621.0,3
835014,835014,2014-04-15,38,HOME AND KITCHEN I,0.0,0
2352305,2352305,2016-08-16,10,SEAFOOD,3.0,1
2121259,2121259,2016-04-08,28,LADIESWEAR,0.0,0
1721119,1721119,2015-08-26,50,BOOKS,0.0,0
2542307,2542307,2016-11-30,41,LAWN AND GARDEN,7.0,1
2474004,2474004,2016-10-23,25,PLAYERS AND ELECTRONICS,0.0,0
2125756,2125756,2016-04-10,53,POULTRY,206.483,0
354597,354597,2013-07-18,9,GROCERY I,4004.0,0
1276565,1276565,2014-12-19,27,PET SUPPLIES,10.0,0
1541425,1541425,2015-05-17,9,POULTRY,737.163,1
113613,113613,2013-03-05,46,PLAYERS AND ELECTRONICS,0.0,0
287117,287117,2013-06-11,15,HOME APPLIANCES,0.0,0
2060587,2060587,2016-03-05,26,BABY CARE,0.0,0
2885560,2885560,2017-06-12,23,CLEANING,497.0,12
2600096,2600096,2017-01-03,13,PET SUPPLIES,0.0,0
2865272,2865272,2017-05-31,53,HARDWARE,1.0,0
1259338,1259338,2014-12-09,43,PERSONAL CARE,292.0,0
1986781,1986781,2016-01-23,54,HOME AND KITCHEN II,8.0,0
2950728,2950728,2017-07-18,51,AUTOMOTIVE,5.0,0
1014136,1014136,2014-07-25,14,GROCERY II,16.0,0
514715,514715,2013-10-16,50,HARDWARE,5.0,0
1422952,1422952,2015-03-12,34,PERSONAL CARE,284.0,0
1175810,1175810,2014-10-23,5,LAWN AND GARDEN,0.0,0
2625341,2625341,2017-01-17,21,PET SUPPLIES,2.0,0
1958965,1958965,2016-01-08,24,LADIESWEAR,11.0,0
1111039,1111039,2014-09-17,32,POULTRY,62.153,0
1167562,1167562,2014-10-19,19,"LIQUOR,WINE,BEER",0.0,0
2244572,2244572,2016-06-16,38,FROZEN FOODS,72.978,1
2283134,2283134,2016-07-08,2,PREPARED FOODS,137.183,1
2808887,2808887,2017-04-30,21,PET SUPPLIES,2.0,0
559331,559331,2013-11-10,52,HARDWARE,0.0,0
2778557,2778557,2017-04-13,20,MAGAZINES,3.0,0
1127278,1127278,2014-09-26,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
2279106,2279106,2016-07-05,7,PLAYERS AND ELECTRONICS,6.0,0
1437861,1437861,2015-03-20,52,HOME CARE,0.0,0
320444,320444,2013-06-29,5,HARDWARE,1.0,0
1062571,1062571,2014-08-21,23,BOOKS,0.0,0
2689673,2689673,2017-02-22,27,DAIRY,904.0,17
822611,822611,2014-04-08,4,LAWN AND GARDEN,2.0,0
641924,641924,2013-12-28,20,DAIRY,0.0,0
2061324,2061324,2016-03-05,46,GROCERY I,15449.0,29
135800,135800,2013-03-18,2,BREAD/BAKERY,335.849,0
14892,14892,2013-01-09,27,DELI,162.909,0
2829064,2829064,2017-05-11,38,CLEANING,693.0,30
569146,569146,2013-11-16,28,POULTRY,360.316,0
621871,621871,2013-12-15,8,LADIESWEAR,0.0,0
2116992,2116992,2016-04-05,9,DELI,675.186,0
2039216,2039216,2016-02-22,26,HARDWARE,1.0,0
1645529,1645529,2015-07-15,3,HOME APPLIANCES,0.0,0
2893960,2893960,2017-06-16,9,PERSONAL CARE,347.0,14
635067,635067,2013-12-23,28,HOME AND KITCHEN I,0.0,0
2863291,2863291,2017-05-30,48,GROCERY II,39.0,0
2454939,2454939,2016-10-12,40,BEVERAGES,2386.0,9
1547316,1547316,2015-05-21,24,GROCERY I,3197.0,11
851680,851680,2014-04-24,6,HOME AND KITCHEN II,0.0,0
574817,574817,2013-11-19,37,MAGAZINES,0.0,0
2806872,2806872,2017-04-29,15,MEATS,136.136,0
1293216,1293216,2014-12-29,44,GROCERY I,8720.0,20
2075811,2075811,2016-03-13,52,GROCERY I,0.0,0
71592,71592,2013-02-10,18,HOME AND KITCHEN I,0.0,0
53213,53213,2013-01-30,51,HOME APPLIANCES,0.0,0
1526034,1526034,2015-05-09,27,HOME AND KITCHEN I,17.0,0
644972,644972,2013-12-29,6,LAWN AND GARDEN,2.0,0
1136183,1136183,2014-10-01,38,PET SUPPLIES,4.0,0
1038288,1038288,2014-08-07,41,DELI,154.767,2
1439006,1439006,2015-03-21,35,DAIRY,133.0,0
669905,669905,2014-01-12,6,BREAD/BAKERY,766.655,0
932058,932058,2014-06-09,11,CELEBRATION,0.0,0
1422020,1422020,2015-03-11,9,HOME APPLIANCES,0.0,0
743989,743989,2014-02-23,34,BOOKS,0.0,0
1565335,1565335,2015-05-31,3,GROCERY II,152.0,0
1747587,1747587,2015-09-10,43,CELEBRATION,9.0,0
2716641,2716641,2017-03-09,33,HOME AND KITCHEN I,23.0,0
2738947,2738947,2017-03-22,1,GROCERY II,35.0,0
1257062,1257062,2014-12-08,3,PET SUPPLIES,13.0,0
2016846,2016846,2016-02-09,48,HOME CARE,739.0,0
2808969,2808969,2017-04-30,24,DELI,231.048,3
1573140,1573140,2015-06-04,48,PRODUCE,1442.429,0
2888241,2888241,2017-06-13,48,HOME AND KITCHEN I,9.0,0
1651373,1651373,2015-07-18,43,LAWN AND GARDEN,0.0,0
1566870,1566870,2015-06-01,22,PRODUCE,0.0,0
1745707,1745707,2015-09-09,40,CLEANING,1688.0,10
1004662,1004662,2014-07-19,48,EGGS,184.0,1
1244642,1244642,2014-12-01,31,HARDWARE,1.0,0
1299261,1299261,2015-01-02,14,HOME CARE,0.0,0
1511319,1511319,2015-05-01,14,HOME CARE,0.0,0
1982231,1982231,2016-01-21,27,LAWN AND GARDEN,4.0,0
46138,46138,2013-01-26,53,BOOKS,0.0,0
2683660,2683660,2017-02-18,9,BABY CARE,0.0,0
843661,843661,2014-04-20,30,HOME AND KITCHEN II,0.0,0
1682342,1682342,2015-08-05,13,BEAUTY,0.0,0
1008112,1008112,2014-07-21,44,POULTRY,1031.91,0
1294367,1294367,2014-12-30,27,DAIRY,1010.0,0
1165852,1165852,2014-10-18,20,POULTRY,0.0,0
437975,437975,2013-09-03,47,SEAFOOD,87.367,0
2642376,2642376,2017-01-26,5,AUTOMOTIVE,1.0,0
1121271,1121271,2014-09-23,2,PRODUCE,2438.364,0
2858869,2858869,2017-05-28,24,GROCERY II,33.0,0
2862927,2862927,2017-05-30,38,GROCERY I,3716.0,47
921274,921274,2014-06-02,9,GROCERY II,18.0,1
2835465,2835465,2017-05-15,18,CELEBRATION,5.0,0
615879,615879,2013-12-12,4,AUTOMOTIVE,10.0,0
1639013,1639013,2015-07-11,47,BEAUTY,10.0,0
2650917,2650917,2017-01-31,39,PLAYERS AND ELECTRONICS,9.0,0
2365061,2365061,2016-08-23,19,HOME APPLIANCES,0.0,0
914050,914050,2014-05-29,6,HOME AND KITCHEN II,0.0,0
1354877,1354877,2015-02-02,24,PREPARED FOODS,151.049,0
1108209,1108209,2014-09-15,53,BEVERAGES,1225.0,1
128980,128980,2013-03-14,28,HOME AND KITCHEN II,0.0,0
2359652,2359652,2016-08-20,17,LAWN AND GARDEN,0.0,0
1567835,1567835,2015-06-01,5,BREAD/BAKERY,428.108,1
2560492,2560492,2016-12-10,51,"LIQUOR,WINE,BEER",416.0,6
1347205,1347205,2015-01-29,1,GROCERY II,23.0,0
2095414,2095414,2016-03-24,52,GROCERY II,0.0,0
290380,290380,2013-06-12,7,GROCERY II,54.0,0
2202382,2202382,2016-05-23,53,POULTRY,266.111,26
2997576,2997576,2017-08-14,16,LINGERIE,1.0,0
2950436,2950436,2017-07-18,43,BREAD/BAKERY,457.0,10
2245825,2245825,2016-06-17,23,EGGS,59.0,17
153593,153593,2013-03-28,19,FROZEN FOODS,17.0,0
2529474,2529474,2016-11-23,31,MEATS,250.651,0
572368,572368,2013-11-18,19,HOME AND KITCHEN II,0.0,0
2090210,2090210,2016-03-21,7,MAGAZINES,11.0,0
2004445,2004445,2016-02-02,5,PERSONAL CARE,282.0,0
595528,595528,2013-12-01,19,EGGS,57.0,0
1582778,1582778,2015-06-10,19,SEAFOOD,2.0,0
2850087,2850087,2017-05-23,28,DELI,357.889,11
2250502,2250502,2016-06-19,54,BABY CARE,1.0,0
156097,156097,2013-03-29,39,CLEANING,710.0,0
1454420,1454420,2015-03-30,18,FROZEN FOODS,43.0,0
320762,320762,2013-06-30,1,BEAUTY,0.0,0
2672069,2672069,2017-02-12,32,PET SUPPLIES,0.0,0
1309658,1309658,2015-01-07,6,LAWN AND GARDEN,3.0,1
906256,906256,2014-05-25,37,EGGS,209.0,0
873773,873773,2014-05-07,25,SEAFOOD,14.0,0
1294377,1294377,2014-12-30,27,HOME CARE,188.0,0
2756480,2756480,2017-03-31,50,MAGAZINES,5.0,0
782540,782540,2014-03-17,16,FROZEN FOODS,24.0,0
291165,291165,2013-06-13,29,CELEBRATION,0.0,0
1059021,1059021,2014-08-19,23,HOME CARE,0.0,0
111041,111041,2013-03-04,24,PREPARED FOODS,64.0,0
2554227,2554227,2016-12-07,26,PLAYERS AND ELECTRONICS,2.0,0
874428,874428,2014-05-07,43,PLAYERS AND ELECTRONICS,0.0,0
1680786,1680786,2015-08-04,19,PRODUCE,499.688,63
1133529,1133529,2014-09-30,14,GROCERY I,2532.0,3
1306180,1306180,2015-01-05,9,CLEANING,2224.0,1
1532830,1532830,2015-05-13,18,GROCERY II,13.0,0
309806,309806,2013-06-23,51,BEAUTY,7.0,0
1062216,1062216,2014-08-21,13,GROCERY I,2703.0,0
2158446,2158446,2016-04-29,21,HOME AND KITCHEN I,15.0,0
1301860,1301860,2015-01-03,37,EGGS,212.0,0
1818163,1818163,2015-10-20,23,POULTRY,388.73502,0
1582516,1582516,2015-06-10,12,BABY CARE,0.0,0
2649736,2649736,2017-01-30,7,BABY CARE,0.0,0
2064297,2064297,2016-03-07,3,HOME AND KITCHEN I,43.0,0
2987612,2987612,2017-08-08,36,MAGAZINES,2.0,0
175429,175429,2013-04-09,31,BABY CARE,0.0,0
1337688,1337688,2015-01-23,42,AUTOMOTIVE,0.0,0
26858,26858,2013-01-16,12,PREPARED FOODS,32.0,0
553328,553328,2013-11-07,34,HOME APPLIANCES,0.0,0
1424173,1424173,2015-03-13,19,PERSONAL CARE,128.0,0
1114259,1114259,2014-09-19,23,HARDWARE,0.0,0
999138,999138,2014-07-16,42,PRODUCE,0.0,0
1072818,1072818,2014-08-27,10,LINGERIE,7.0,0
598558,598558,2013-12-02,53,BOOKS,0.0,0
122242,122242,2013-03-10,39,EGGS,150.0,0
2533235,2533235,2016-11-25,37,MAGAZINES,12.0,0
2803617,2803617,2017-04-27,24,BEVERAGES,3017.0,26
446384,446384,2013-09-08,33,PET SUPPLIES,0.0,0
630529,630529,2013-12-20,5,SCHOOL AND OFFICE SUPPLIES,0.0,0
248963,248963,2013-05-20,44,FROZEN FOODS,307.813,0
574494,574494,2013-11-19,28,PRODUCE,0.0,0
2107677,2107677,2016-03-31,47,AUTOMOTIVE,11.0,0
2677838,2677838,2017-02-15,44,LAWN AND GARDEN,13.0,3
2256651,2256651,2016-06-23,27,GROCERY I,2522.0,53
834614,834614,2014-04-15,27,FROZEN FOODS,75.0,0
2737021,2737021,2017-03-20,6,BABY CARE,0.0,0
1761426,1761426,2015-09-18,31,HOME CARE,221.0,4
310900,310900,2013-06-24,32,CLEANING,330.0,0
2568720,2568720,2016-12-15,33,AUTOMOTIVE,6.0,0
441548,441548,2013-09-05,48,DAIRY,401.0,0
2171807,2171807,2016-05-06,46,FROZEN FOODS,289.358,5
914798,914798,2014-05-30,27,BREAD/BAKERY,394.545,0
2445816,2445816,2016-10-07,34,LINGERIE,2.0,0
2780220,2780220,2017-04-14,18,BEVERAGES,1810.0,34
1895716,1895716,2015-12-02,49,SCHOOL AND OFFICE SUPPLIES,4.0,0
48376,48376,2013-01-28,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
1820077,1820077,2015-10-21,27,POULTRY,332.424,0
2999270,2999270,2017-08-15,13,SEAFOOD,1.0,0
564629,564629,2013-11-13,50,SEAFOOD,25.244,0
1732466,1732466,2015-09-02,19,SEAFOOD,11.0,0
594798,594798,2013-11-30,48,CELEBRATION,0.0,0
382128,382128,2013-08-03,30,LINGERIE,24.0,0
2581096,2581096,2016-12-22,30,BABY CARE,0.0,0
1880387,1880387,2015-11-24,2,HARDWARE,2.0,0
12811,12811,2013-01-08,19,CLEANING,805.0,0
2121962,2121962,2016-04-08,47,PREPARED FOODS,362.235,1
1341209,1341209,2015-01-25,40,MAGAZINES,0.0,0
2165315,2165315,2016-05-03,14,LAWN AND GARDEN,0.0,0
936305,936305,2014-06-11,3,PREPARED FOODS,336.08398,0
2772287,2772287,2017-04-09,44,MAGAZINES,46.0,0
611276,611276,2013-12-10,10,HOME APPLIANCES,0.0,0
740467,740467,2014-02-21,35,GROCERY II,0.0,0
1765852,1765852,2015-09-20,6,"LIQUOR,WINE,BEER",0.0,0
2816611,2816611,2017-05-04,38,POULTRY,105.719,0
2019153,2019153,2016-02-11,13,HOME AND KITCHEN I,19.0,0
2030252,2030252,2016-02-17,24,PET SUPPLIES,19.0,0
2243121,2243121,2016-06-15,47,GROCERY I,8185.0,109
213148,213148,2013-04-30,4,BABY CARE,0.0,0
1511525,1511525,2015-05-01,2,PET SUPPLIES,0.0,0
2392319,2392319,2016-09-07,33,HOME APPLIANCES,0.0,0
1768340,1768340,2015-09-22,26,BEAUTY,0.0,0
2361709,2361709,2016-08-21,24,SCHOOL AND OFFICE SUPPLIES,0.0,0
2374030,2374030,2016-08-28,20,EGGS,133.0,0
2799573,2799573,2017-04-25,10,HOME CARE,152.0,13
2184757,2184757,2016-05-14,1,PERSONAL CARE,180.0,0
849161,849161,2014-04-23,35,BREAD/BAKERY,62.0,0
2680841,2680841,2017-02-17,29,LAWN AND GARDEN,1.0,0
1128260,1128260,2014-09-27,16,MAGAZINES,1.0,0
40586,40586,2013-01-23,47,PREPARED FOODS,277.647,0
2580843,2580843,2016-12-22,23,GROCERY I,3271.0,105
2446437,2446437,2016-10-07,51,HOME AND KITCHEN I,15.0,0
1457815,1457815,2015-04-01,13,CLEANING,1084.0,1
1121538,1121538,2014-09-23,28,AUTOMOTIVE,4.0,0
1465433,1465433,2015-04-05,27,BEAUTY,4.0,0
1944292,1944292,2015-12-31,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
1954413,1954413,2016-01-05,46,LINGERIE,0.0,0
1927177,1927177,2015-12-20,32,EGGS,131.0,0
900932,900932,2014-05-22,37,SEAFOOD,16.66,0
949192,949192,2014-06-18,41,GROCERY II,25.0,0
2921438,2921438,2017-07-02,3,HARDWARE,7.0,0
885475,885475,2014-05-13,53,LADIESWEAR,0.0,0
2626175,2626175,2017-01-17,45,BEAUTY,23.0,2
2589225,2589225,2016-12-27,9,GROCERY I,6560.789,122
1909941,1909941,2015-12-10,49,AUTOMOTIVE,6.0,0
97580,97580,2013-02-24,46,SEAFOOD,92.73,0
1256366,1256366,2014-12-08,10,MAGAZINES,0.0,0
642589,642589,2013-12-28,39,GROCERY II,41.0,0
1120594,1120594,2014-09-22,50,GROCERY II,15.0,0
1993422,1993422,2016-01-27,40,MEATS,67.122,0
1894419,1894419,2015-12-02,13,LINGERIE,0.0,0
280095,280095,2013-06-07,18,MEATS,70.157,0
1736291,1736291,2015-09-04,26,PREPARED FOODS,19.0,0
2938808,2938808,2017-07-12,17,PET SUPPLIES,0.0,0
2731432,2731432,2017-03-17,48,"LIQUOR,WINE,BEER",135.0,5
834797,834797,2014-04-15,31,PREPARED FOODS,28.0,0
1269950,1269950,2014-12-15,41,FROZEN FOODS,513.937,3
2091818,2091818,2016-03-22,51,HARDWARE,1.0,0
2981807,2981807,2017-08-05,23,PET SUPPLIES,2.0,0
289056,289056,2013-06-12,2,DELI,140.311,0
2243394,2243394,2016-06-15,54,LINGERIE,2.0,0
2681983,2681983,2017-02-18,11,CLEANING,2596.0,32
1359453,1359453,2015-02-04,52,HOME CARE,0.0,0
257321,257321,2013-05-25,29,LAWN AND GARDEN,0.0,0
170132,170132,2013-04-06,32,HOME APPLIANCES,0.0,0
1235114,1235114,2014-11-26,14,MAGAZINES,0.0,0
916800,916800,2014-05-31,32,PLAYERS AND ELECTRONICS,0.0,0
1337160,1337160,2015-01-23,28,AUTOMOTIVE,5.0,0
835000,835000,2014-04-15,38,BABY CARE,0.0,0
1274214,1274214,2014-12-18,11,HOME CARE,458.0,2
1338174,1338174,2015-01-23,6,MEATS,540.88403,46
1265199,1265199,2014-12-12,9,GROCERY I,5070.563,13
2267025,2267025,2016-06-29,18,MEATS,74.602,0
2652997,2652997,2017-02-01,47,POULTRY,1261.054,1
